Recipe_ID,Cuisine,Recipe_Name,Description
537,burrito-recipes,steak-burrito-bowl,"Pack in the flavour with this spicy steak burrito bowl, which takes just 10 minutes from prep to plate. Ideal as a speedy supper on busy weeknights"
538,burrito-recipes,tex-mex-burrito,"A speedy vegetarian dish - ideal as a last-minute, midweek supper"
539,burrito-recipes,sushi-burrito,"Mexican meets Japanese in this healthy sushi burrito, using sushi ingredients - tuna, nori, rice, pickled ginger, and wasabi combined to resemble a wrap"
541,chapati-recipes,chapatis,We can't resist a warm chapati with our favourite curry. This traditional Indian side dish is easier than you think and only takes a handful of ingredients
542,chapati-recipes,bacon-chapati,"A twist on the classic bacon sandwich, with chapati bread, sprigs of fresh coriander, a dollop of creamy Greek yogurt and your finest mango chutney"
543,chapati-recipes,spicy-vegetable-chapati-wraps,"A delicious and healthy vegetarian low-fat alternative to a curry, which can be deceivingly high in fat"
544,chapati-recipes,chickpea-spinach-chapatis,An easy Indian-style veggie supper that's low in fat
545,chapati-recipes,spicy-scrambled-eggs-chapatis,A speedy way to make a breakfast favourite with a spicy twist
546,chapati-recipes,spinach-omelette-chapati-wraps,Use thin Indian bread wraps as you would tortillas and create these clever spiced egg and ham roll-ups
547,chapati-recipes,spicy-red-lentil-soup-cheese-chapatis,"Give your lentils some kick with this spicy recipe, which costs well under a pound per serving"
548,chapati-recipes,bombay-lamb-wraps,Spice up cheap frozen lamb mince with a fragrant spice mixture and pile onto flour wraps or chapatis for a healthy and filling dinner
549,chapati-recipes,coronation-turkey-homemade-chapatis,A jar of homemade spicy mayo will brighten up your turkey leftovers - it makes a great sarnie filling too
550,chapati-recipes,chicken-masala-skewers,"These skewers are great with a dollop of mango chutney or raita, and can also be cooked on the barbecue for hot summer days"
552,enchilada-recipes,bean-enchiladas,"Pack flavour into your meal with these easy veggie enchiladas that are filled with nutritious ingredients. This comforting, cheesy dish is the perfect crowd-pleasing family dinner"
553,enchilada-recipes,chicken-and-bean-enchiladas,"Mildly spicy and satisfying, these easy enchiladas stuffed with refried beans, onion and red pepper will be popular with the whole family"
555,enchilada-recipes,enchilada-pie,"Give your midweek meal a Mexican twist with our easy enchilada pie. Packed with nutritious veggies, it provides a whopping four of your 5-a-day"
557,enchilada-recipes,vegan-enchiladas,Fill these delicious vegan enchiladas with a spicy bean mix and top with guacamole instead of cheese or soured cream – choose ripe avocados for a creamy texture
558,enchilada-recipes,chicken-enchilada-wraps,"Use homemade wholemeal flatbreads instead of shop-bought tortillas in this recipe – perfect for wrapping up our lean spicy chicken. It counts as 3 of your 5-a-day, too"
559,enchilada-recipes,rice-bean-enchiladas,"Filling and great value for money, try these Mexican-inspired vegetarian wraps for a speedy and spicy supper"
560,enchilada-recipes,enchilada-sauce,Make this tomato-based sauce with garlic and spices to top enchiladas before baking. Perfect for a Mexican-inspired feast
561,enchilada-recipes,chicken-bean-enchiladas-0,Make the most of your roast dinner by using up leftover chicken in these filling wraps
562,enchilada-recipes,pork-chorizo-enchiladas,"This Mexican one-pot dish is a delicious and easy, make-ahead family meal - serve half and freeze the rest for another day"
563,enchilada-recipes,squash-bean-enchiladas,Inject a bit of Mexican spice into your weekday menu with this vegetarian enchilada filling
564,enchilada-recipes,turkey-tortilla-pie,Top a chilli con carne with snipped tortilla wraps for this healthy one-pot that fuses nachos with enchiladas
565,enchilada-recipes,cabbage-roll-enchiladas,"Pack in the flavour with these lighter spicy beef enchiladas. Delicious and gluten-free, they're made with cabbage leaves instead of the usual tortillas"
566,enchilada-recipes,turkey-enchiladas,"Fill flour tortillas with lean turkey mince in a rich tomato sauce, then top with cheese and bake for a family friendly Mexican dinner"
567,gratin-recipes,fennel-potato-gratin,"This is a deliciously creamy, seasonal dish that's best prepared ahead of time"
568,gratin-recipes,fennel-gratin,Bored with the same old side dishes? Fennel is the versatile ingredient with a slight aniseed flavour that goes gorgeously with fish
569,gratin-recipes,ultimate-gratin-dauphinois,Our classic potato gratin recipe is easier than it looks. This irresistible creamy potato side dish uses very few ingredients but is oozing with flavour.
570,gratin-recipes,potato-leek-gratin,"A creamy supper dish that's cooked in one pot, and is easily made vegetarian"
571,gratin-recipes,celeriac-potato-rosemary-gratin,This warming and creamy dish is perfect for sharing with friends and family
572,gratin-recipes,pumpkin-potato-gratin,An brilliant vegetarian twist on the classic French dish of potato gratin - you can also make it ahead
573,gratin-recipes,turnip-gratin,This rich side dish is similar to potato dauphinoise - turnips and potatoes are layered up with double cream and garlic and baked
574,gratin-recipes,dauphinoise-potatoes,Thin slices of potato slow cooked in the oven with cream and garlic – the most decadent of side dishes
575,gratin-recipes,smoked-haddock-gratin-0,A rich and creamy fish pie that's packed with hidden vegetables like spinach and tomato - a family bake
576,gratin-recipes,prosciutto-pesto-fish-gratin,Give white fish fillets a creamy makeover with this quick and flavour-packed recipe
577,gratin-recipes,next-level-dauphinoise-potatoes,"Try these deliciously creamy dauphinoise potatoes, which make an excellent side dish for a roast dinner. We've added a few extras for added oomph"
578,gratin-recipes,courgette-bacon-brie-gratin,Get creative with some summer comfort food - courgettes are at their best in August
579,gratin-recipes,tuna-arrabbiata-pasta-gratin,This wholesome and filling pasta bake makes the perfect winter comfort food.
580,gratin-recipes,gratin-carrots-root-vegetables,Serve as a tasty side for your favourite meat dish or as an impressive vegetarian main.
581,gratin-recipes,cheesy-cauliflower-bacon-gratin,"This very indulgent version of cauliflower cheese is inspired by the après-ski classic, tartiflette"
582,gratin-recipes,oaty-fish-prawn-gratins,These easy prawn and tomato bakes make a delicious supper for two and can be made in just three easy steps. They're even low in calories and fat
583,gratin-recipes,fennel-tomato-gratin,"This is a great meat-free main dish with a salad, or serve it with roast pork or lamb"
584,gratin-recipes,creamy-potato-shallot-gratin,"How will you serve your potatoes this Christmas? If rich and creamy is your thing, try this indulgent gratin recipe"
585,gratin-recipes,creamy-parsnip-mustard-gratin,This luxuriously creamy bake is the perfect partner to Sarah's veggie pie
587,gratin-recipes,truffle-chicken-potato-gratin,"Introduce a little luxury to a creamy chicken and potato gratin by adding truffle. A great comfort dish to serve in winter, or when you want something special"
588,gratin-recipes,creamy-celery-gratin,"Let celery take centre stage in this delicious side dish. Thewine and stock make an intense sauce,while the nutty breadcrumbs providea satisfying crunch"
589,gratin-recipes,smoked-haddock-gratin,"Smoked fish, bacon, potatoes and crème fraîche are flavoured with onion and thyme and layered up in this comforting one-pot dish"
590,healthy-chinese-recipes,chinese-chicken-curry,"Cook our easy, healthy chicken curry in just 15 minutes. Serve this replica of your favourite takeaway dish with fluffy rice for a wholesome family meal"
591,healthy-chinese-recipes,lighter-sweet-sour-pork,"This Chinese takeaway family favourite can be made much healthier - lower the sugar, fat and salt levels with this easy recipe"
593,healthy-chinese-recipes,sea-bass-sizzled-ginger-chilli-spring-onions,"For a sophisticated, healthy and speedy supper, fry sea bass fillets for a few minutes with ginger, garlic, chilli and spring onions"
594,healthy-chinese-recipes,chinese-poached-chicken-rice,"For a healthy yet satisfying meal, try this dish eaten across China and Southeast Asia – and use the leftovers to make our cold chicken noodle salad for the next day"
595,healthy-chinese-recipes,lighter-chinese-chilli-beef,"Don't reach for the takeaway menu, try this beef stir-fry recipe instead. It's just as tasty as your favourite Chinese and healthier too."
596,healthy-chinese-recipes,chinese-steamed-bass-cabbage,"Try this flavour-packed, low-fat fish dish, perfect as a mid-week meal. It's full of omega 3 and counts as 1 of your 5-a-day."
597,healthy-chinese-recipes,smacked-cucumber-pickles-0,"These tangy pickles served in soy, rice wine vinegar, garlic and chilli oil will complement other spicy dishes"
598,healthy-chinese-recipes,thin-stemmed-broccoli-hoisin-sauce-fried-shallots,A versatile and low-fat side that goes well with other Chinese dishes
599,healthy-chinese-recipes,spicy-vegetable-egg-fried-rice,Spice up your vegetarian fried rice with this easy recipe and feel free to mix things up with different veg
600,healthy-chinese-recipes,speedy-soy-spinach,A fast and healthy vegetable side dish that makes spinach the star. Use a total of five ingredients to make this speedy side
601,healthy-chinese-recipes,spiced-pork-heaps-stir-fried-greens,"Fresh tasting and packed full of green veg, this simple healthy stir-fry is great for a midweek meal. It's also easily doubled for feeding a bigger crowd"
602,healthy-chinese-recipes,peppers-black-beans,Stir up a pepper with black bean dish for Chinese New Year
603,healthy-chinese-recipes,stir-fried-rice-cabbage-bacon,This Chinese-style rice dish makes a great side for chicken or duck
604,healthy-chinese-recipes,lettuce-rolls,"Crunchy, simple Chinese rolls which don't even need cooking"
606,healthy-chinese-recipes,pick-mix-noodle-plate,Kids will love choosing what to eat first - and they might end up eating more than if the same meal was served up whole
607,healthy-chinese-recipes,pork-noodle-pan-fry-sweet-spicy-sauce,Whip up some healthy fast-food with a pork pan fry - on the table in 10 minutes
608,healthy-chinese-recipes,veggie-peanut-noodles-coriander-omelette-ribbons,"Combine egg noodles with fresh flavours- sweet chilli sauce, garlic and coriander, with some Chinese greens and crunchy carrots thrown into the mix"
609,healthy-chinese-recipes,veggie-rice-pot,"Find two of your 5-a-day in this veggie dish – a superhealthy option for midweek, with plenty of seasoning"
610,healthy-chinese-recipes,poached-fish-ginger-sesame,"Poach your favourite white fish in a light Asian-inspired broth and serve alongside healthy green broccoli, Chinese cabbage, soya beans and spring onions"
611,healthy-chinese-recipes,carrot-sugar-snap-salad,"Sweet, colourful and low-in-fat - this super side even counts towards your five-a-day"
612,indian-recipes,masala-chai,"Blend black tea with cardamom, cinnamon, cloves, ginger and black peppercorns to make a cup of Indian-inspired chai – it's sure to liven the senses"
613,indian-recipes,rasgulla,"Make this traditional Indian dessert using homemade cottage cheese rolled into balls, then soaked in rose-scented syrup – the result is sweet, spongy and light"
614,indian-recipes,chicken-dopiaza,Forget the takeaway and make this chicken curry at home. Serve with your favourite sides for an Indian feast
615,indian-recipes,railway-lamb-curry,"Try this spicy lamb curry, so named as it was once cooked by the chefs working on the Indian railways in the 1900s. Lamb on the bone gives loads of flavour"
