Recipe_ID,Category,Recipe_Name,Preparation_Time,Cooking_Time,Image URL,Description,kcal,fat,saturates,carbs,sugars,fibre,protein,salt
269,moroccan-recipes,tabbouleh-0,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-4527_12-eb7166c.jpg?quality=90&resize=440,400",This classic and well-loved Middle-Eastern dish is perfect to serve with fish,320,18,3,37,0,2,5,0.04
270,moroccan-recipes,moroccan-spiced-cauliflower-almond-soup,5 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-869452_10-b622544.jpg?quality=90&resize=440,400","Satisfying and comforting soup is the ultimate meal in a bowl, like this smooth and spicy North African blend",200,16,2,8,3,3,8,2.7
271,moroccan-recipes,spiced-bulgur-wheat-roasted-peppers,10 mins,4 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-2643_12-47ce66b.jpg?quality=90&resize=440,400",This filling vegetarian salad has the spicy flavours of cumin and warming cinnamon,364,13,1,55,6,4,11,1.58
272,moroccan-recipes,moroccan-chickpea-soup-0,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-192471_11-88af07f.jpg?quality=90&resize=440,400","This easy chickpea soup is packed with veg and flavoured with aromatic cumin spice. Perfect for a hearty vegetarian lunch or dinner, served with flatbreads.",181,5,1,20,8,8,9,0.43
273,moroccan-recipes,moroccan-kofte-spicy-tomato-sauce,25 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-286451_11-361ff7c.jpg?quality=90&resize=440,400",Bring out a big dish to share next time you have friends over - you can make the sauce and kofte ahead to keep it stress-free,316,20,9,8,6,2,27,0.5
274,moroccan-recipes,spicy-moroccan-rice,20 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1792_11-391307a.jpg?quality=90&resize=440,400",Spice up plain old chicken with a taste of the exotic,602,15,7,77,0,4,45,3.29
275,moroccan-recipes,moroccan-spiced-carrots,5 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-8690_11-0932570.jpg?quality=90&resize=440,400",Create a carrot sensation with this simple idea for a dressing and experiment with your favourite veg,95,6,1,10,9,3,1,0.1
276,moroccan-recipes,moroccan-orange-cardamom-cake,15 mins,2 hrs and 5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/moroccan-orange-cardamom-cake-f2c5b17.jpg?quality=90&resize=440,400","Replace sugar with xylitol and swap butter and oil for a puréed whole orange in this light and zesty cake, with ground almonds and polenta",261,13,2,26,2,0.4,9,0.34
277,moroccan-recipes,tangy-couscous-salad,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-52639_12-d98a293.jpg?quality=90&resize=440,400",Throw together a deliciously tangy and superhealthy couscous salad in just 10 minutes,269,9,4,0,3,1,9,0.92
278,moroccan-recipes,moroccan-chard-lamb-pan-fry,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-3485_12-ad2178f.jpg?quality=90&resize=440,400","A quick, exotic one-pan dish",438,27,10.04,12,7.7,0.8,38,1
279,moroccan-recipes,versatile-dip,15 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1588_12-dadd320.jpg?quality=90&resize=440,400",Use spicy harissa to make a quick and easy dip for veggies and potato skins,0,0,0,0,0,0,0,0
280,moroccan-recipes,moroccan-freekeh-traybake,5 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lentils-15790dc.jpg?quality=90&resize=440,400","Combine chickpeas and freekah with cherry tomatoes, olives and apricots to make this easy vegetarian one-pan supper. It's tasty and healthy, serving up three of your 5-a-day",622,24,3,70,16,16,21,1.3
281,moroccan-recipes,fish-tagine-saffron-almonds,15 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tagine-5f2d3f6.jpg?quality=90&resize=440,400","A low calorie Moroccan fish stew flavoured with saffron, almonds, cinnamon, ginger and more. It's ideal for entertaining- make a batch ahead and freeze",299,11,1,10,9,2,41,0.7
282,moroccan-recipes,moroccan-roast-chicken-apricots,20 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1308585_2-d7e3e79.jpg?quality=90&resize=440,400","Come rain or shine, serve up this sumac-marinated spatchcocked bird, that can be barbecued or oven cooked, with a sweet, fruity accompaniment",677,41,9,19,17,3,55,0.6
283,moroccan-recipes,moroccan-spiced-turkey-pie,20 mins,1 hr and 15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/morrocan-spiced-turkey-pie-13657f5.jpg?quality=90&resize=440,400","Transform leftover turkey in this spiced filo pastry parcel, inspired by a Moroccan pastilla - a perfect main course for Boxing Day",502,26,11,29,9,7,34,1.4
284,spanish-recipes,spiced-tortilla,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-10375_11-bf81bd0.jpg?quality=90&resize=440,400","Perfect for dinners, lunches and snacks, this spiced tortilla is a great in-the-fridge standby for many occasions",327,17,4,27,5,3,19,0.69
285,spanish-recipes,roast-cod-paella-saffron-olive-oil,20 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-954467_11-c5ea4e4.jpg?quality=90&resize=440,400","Impress your friends with Jason Atherton's luxurious shellfish rice, topped with juicy cod and drizzled with saffron",660,28,6,36,4,2,65,2.8
286,spanish-recipes,easy-spanish-chicken,15 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2022/09/Spanish-Chicken-96abb56.jpg?quality=90&resize=556,505","Enjoy our Spanish chicken recipe – a classic, comforting stew made with chicken thighs nestled in a tomato and smoked paprika sauce with chorizo and butter beans",567,37,10,19,10,9,35,2.74
287,spanish-recipes,jamon-wild-garlic-croquetas,30 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/03/Jamon-and-wild-garlic-croquetas-50f2d2f.jpg?quality=90&resize=556,505","Make these jamón croquetas ahead if you like to save time when you're hosting a dinner party. After they’ve been coated, the raw croquetas can be frozen",253,14,5,21,3,1,10,0.8
288,spanish-recipes,arroz-con-gambas-y-calamar,25 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/03/Arroz-con-gambas-y-calamar-946c734.jpg?quality=90&resize=556,505",Make a Spanish-style feast with a prawn and squid paella. Serve directly from the pan for a flavourful family meal – mop up the juices with crusty bread,455,8,2,63,3,1,27,1.8
289,spanish-recipes,churros-chocolate-dipping-sauce,1 hr,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1051458_11-b045bbc.jpg?quality=90&resize=440,400",Try a fresh spin on doughnuts by piping them Spanish-style and serving with a thick and indulgent homemade dark chocolate sauce.,185,9.6,5,22.4,13.7,0.9,2,0.2
290,spanish-recipes,padron-peppers,2 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/padron-peppers-900e031.jpg?quality=90&resize=440,400","Serve these padron peppers as a side dish or starter as part of a Spanish-inspired feast. They're simple to make, require little prep and take five minutes to cook",38,2,0.3,3,3,2,1,0.21
291,spanish-recipes,olive-oil-chocolate-mousse-with-px-almond-biscuits,25 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/03/Olive-oil-chocolate-mousse-with-PX-and-almond-biscuits--04a27a1.jpg?quality=90&resize=556,505","Finish off a dinner party with this silky, rich chocolate mousse served with crunchy homemade almond biscuits. Good-quality olive oil is the secret to the mousse's texture",521,39,14,33,23,3,8,0.3
292,spanish-recipes,next-level-paella,40 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/paella-308c905.jpg?quality=90&resize=440,400",Choose the freshest ingredients for a world-class paella with our ultimate recipe. Serve this classic Spanish seafood dish in the pan to impress your guests,600,23,6,53,5,5,35,1.9
293,spanish-recipes,sangria,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sangria-new-crop-8fbb7a1.jpg?quality=90&resize=440,400","Embrace balmy summer days with a jug of sangria. With red wine, Spanish brandy, sparkling water, cinnamon and chopped fruit, it's a lovely sharing cocktail",232,0,0,22,22,3,1,0.03
294,spanish-recipes,pan-fried-hake-white-bean-chorizo-broth,15 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1070548_10-aaa61ff.jpg?quality=90&resize=440,400",This gutsy soup has a Spanish tone and works with other white fish like cod - layer the flavour up with garlic and paprika,577,20,4,46,4,15,54,3.4
295,spanish-recipes,clam-chorizo-white-bean-stew,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-684574_11-629a1a5.jpg?quality=90&resize=440,400",The spicy kick of chorizo works brilliantly with seafood in this Spanish dish from James Martin,285,8,3,27,10,9,28,2.82
296,spanish-recipes,spanish-chicken-pie,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1035696_10-0d165c5.jpg?quality=90&resize=440,400","Roasted peppers, olives and paprika give this bake tons of flavour. It's a great way to use up leftover cooked chicken too",421,10,2,57,10,8,30,1.32
297,spanish-recipes,arroz-al-horno-baked-rice,20 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/arroz-al-horno-e63f8cb.jpg?quality=90&resize=440,400","Combine pork belly, black pudding and bacon lardons in this Spanish rice dish. Meaty and filling, it feeds eight with little effort and is perfect for a cold night",563,28,10,43,4,4,33,1.3
298,spanish-recipes,spanish-sardines-toast,5 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-776558_11-5f88ece.jpg?quality=90&resize=440,400","Enjoy the taste of the Med with this fresh, wholesome supper using an oily fish that's packed with omega-3 and a good, cheap storecupboard staple",420,21,4,31,3,3,29,1.81
299,spanish-recipes,chorizo-soft-boiled-egg-salad,15 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-693594_11-27f4c1b.jpg?quality=90&resize=440,400",This anytime summer salad will be on the table in just 30 minutes,374,21,7,24,4,3,24,2.3
300,spanish-recipes,chorizo-potato-cheese-omelette,8 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-926463_11-98cc199.jpg?quality=90&resize=440,400",Whisk up your eggs with Spanish sausage and potato to make a decadent omelette lunch for one,602,44,18,15,2,1,36,1.8
301,spanish-recipes,horchata,20 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2024/07/Horchata-8dfdc75.jpg?quality=90&resize=556,505","Cool down with this rice and almond-based drink, popular across Spain and Portugal. It's gently spiced with cinnamon and vanilla, and served over ice",149,3,0.3,28,15,0.4,2,0.15
302,spanish-recipes,pisto-con-huevos,20 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pisto-con-huevos-4227efb.jpg?quality=90&resize=440,400",This traditional Spanish take on ratatouille uses delicious seasonal ingredients. Serve with country-style bread and fruity red wine,280,12,2,23,20,14,13,0.2
303,spanish-recipes,chicken-chorizo-rice-pot,20 mins,1 hr and 20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-954452_11-fc1175f.jpg?quality=90&resize=440,400","A one-pot chicken casserole for sharing, flavoured with Spanish sausage and slow-cooked with rice - an alternative paella",834,21,7,90,9,4,63,1.7
304,spanish-recipes,pollo-en-pepitoria,35 mins,1 hr and 10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pollo-en-pepitoria-6f12f33.jpg?quality=90&resize=440,400","Cook up a Spanish-inspired feast of chicken cooked with saffron, almonds, spices and sherry. Top with hard-boiled eggs and serve with rice",542,33,6,10,5,2,31,0.89
305,spanish-recipes,spanish-fig-almond-balls,20 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-14450_11-39bea9c.jpg?quality=90&resize=440,400","A festive version of Pan de Higo, a dried fig cake that the Spanish traditionally eat with cheese and a drizzle of honey",306,20,2,24,23,5,8,0.05
306,spanish-recipes,spanish-chicken,15 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-50580_12-a6248f4.jpg?quality=90&resize=440,400","For maximum flavour and minimum washing up, try this tasty one-pot",701,51,14,9,6,2,53,0.84
307,spanish-recipes,torrijas-sherry,5 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/torrijas-with-sherry-261eb72.jpg?quality=90&resize=440,400","Torrijas are basically Spanish ‘French toast’, or eggy bread in English! Serve with honey and yogurt for breakfast, or fruit and ice cream for dessert",484,24,12,49,21,1,10,1.1
308,thai-recipes,easy-pad-thai,30 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1900_12-19b9a16.jpg?quality=90&resize=440,400","Almost a national dish of Thailand, Mary Cadogan's simplified take makes it easy to shop for - and very authentic tasting",531,20,3,62,5,2,27,3
309,thai-recipes,panang-chicken-curry-kaeng-panang-gai,20 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/04/PanangChickenCurry-400d58d.jpg?quality=90&resize=556,505","This classic Thai curry features a sweet, salty and zesty sauce, with many layers of rich flavour and spice",555,38,30,20,14,5,31,4.6
310,thai-recipes,tom-yum-soup-with-prawns,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/10/Tom-yum-soup-with-prawns--780e17f.jpg?quality=90&resize=556,505","Enjoy an impressive homemade Thai tom yum soup that's healthy and easy to make – it's vibrant, fresh and full of flavour",247,7,5,24,19,3,20,6.35
311,thai-recipes,thai-green-chicken-curry-0,30 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1243672_7-07255a0.jpg?quality=90&resize=440,400",Making your own fragrant curry paste takes some special key ingredients and a little time but you'll taste the difference,528,38.9,30.8,10.5,5.1,2.3,34.1,1.1
312,thai-recipes,thai-chicken-and-sweet-potato-soup,5 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-908482_11-b1b1cba.jpg?quality=90&resize=440,400",A smooth and and spicy chicken soup with a vibrant colour that's packed full of Asian aromatics,360,18.1,12.4,30,10.8,3.2,19.2,2.1
313,thai-recipes,thai-inspired-coconut-chicken-soup,10 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2023/12/Thai-inspired-coconut-chicken-soup-af36358.jpg?quality=90&resize=556,505","Make this warming, creamy soup with chicken and mushrooms – or swap the meat for prawns or squash, if you prefer",354,24,16,9,6,2,24,2.4
